name,salary
Shearer Companies,"{""Logistic Coordinator"":""$17.16 per hour"",""Forklift Operator"":""$16.00 per hour"",""Warehouse Worker"":""$16.78 per hour""}"
Absolute Care Management Corporation,"{""Nursing Assistant"":""$9.47 per hour"",""In Home Caregiver"":""$10.61 per hour"",""Bookkeeper"":""$13.00 per hour""}"
Barnes Healthcare Services,{}
"Vertical Screen, Inc.","{""Researcher"":""$26,945 per year"",""Human Resources Specialist"":""$11.85 per hour"",""Data Entry Clerk"":""$11.00 per hour""}"
Enforge LLC,{}
Pronto Insurance,"{""Sales Representative"":""$12.37 per hour"",""Insurance Agent"":""$10.72 per hour"",""Agency Manager"":""$29,296 per year""}"
Sartorius,"{""Application Specialist"":""$90,266 per year"",""Technical Sales Manager"":""$108,663 per year"",""Field Service Engineer"":""$77,519 per year""}"
,"{""Assistant Superintendent"":""$56,924 per year"",""Superintendent"":""$76,561 per year"",""New Home Sales Consultant"":""$76,444 per year""}"
Utility Resource Group LLC,"{""Gas Leak Surveyor"":""$40,488 per year"",""Utility Line Locator"":""$15.03 per hour"",""Locator"":""$15.01 per hour""}"
Amber Kinetics,{}
Kershaw Knives,"{""Customer Service Representative"":""$15.05 per hour"",""Maintenance Technician"":""$21.86 per hour"",""Packager"":""$14.61 per hour""}"
Eagle Family Foods Group LLC,{}
Wave,{}
Hall's culligan Water,"{""Sales Representative"":""$40,794 per year"",""Outside Sales Representative"":""$55,626 per year""}"
"ABC Home Health Care, Inc.","{""Nursing Assistant"":""$14.37 per hour"",""Registered Nurse - Home Health"":""$46,992 per year"",""Home Health Aide"":""$15.13 per hour""}"
Shiawassee County Medical Care Facility,{}
HUFF REALTY,{}
Johnson Plastics Plus,"{""Warehouse Worker"":""$14.49 per hour"",""Customer Service Representative"":""$16.81 per hour""}"
Impac Mortgage Holdings,{}
ELCO Chevrolet Cadillac,"{""Porter"":""$10.88 per hour"",""Car Sales Executive"":""$107,747 per year"",""Receptionist"":""$10.32 per hour""}"
Eskaton Village Carmichael,{}
Save the Children,{}
Enduraplas,"{""Technician"":""$16.76 per hour"",""Shipping and Receiving Clerk"":""$16.05 per hour"",""Inside Sales Representative"":""$15.43 per hour""}"
"Asset Marketing Services, LLC","{""Account Manager"":""$54,793 per year"",""Inside Sales Representative"":""$44,294 per year"",""Warehouse Worker"":""$33,650 per year""}"
Redwood Coast Regional Center,"{""Support Staff"":""$2,004 per month"",""Social Worker"":""$3,905 per month"",""Service Coordinator"":""$3,993 per month""}"
Gulfeagle Supply,"{""Truck Driver"":""$19.42 per hour"",""Driver"":""$100 per day"",""Inside Sales Representative"":""$48,931 per year""}"
Magnolia Manor of Greenwood,{}
Alamo National,"{""Customer Service Representative"":""$13.32 per hour"",""Rental Agent"":""$10.30 per hour"",""Agent"":""$12.35 per hour""}"
Red Hawk LLC,"{""Sales Administrator"":""$44,725 per year"",""Product Support"":""$17.76 per hour""}"
Family Service Agency/Felton Institute,{}
FIS Global,"{""Customer Service Representative"":""$14.02 per hour"",""Senior Customer Service Representative"":""$13.63 per hour"",""Product Support"":""$41,020 per year""}"
Equipment Depot LTD,"{""Field Service Technician"":""$53,298 per year"",""Sales Representative"":""$41,453 per year"",""Accounts Payable Clerk"":""$27,702 per year""}"
American Homes 4 Rent,"{""Maintenance Coordinator"":""$15.83 per hour"",""Leasing Manager"":""$27,473 per year"",""Field Manager"":""$73,742 per year""}"
Tory Burch,"{""Sales Associate"":""$12.57 per hour"",""Sales Support Representative"":""$13.06 per hour"",""Stocking Associate"":""$13.27 per hour""}"
Beltway Blinds,"{""Canvasser"":""$13.00 per hour"",""Sales Support Representative"":""$14.71 per hour"",""Sales Representative"":""$41,655 per year""}"
Waste Industries,"{""Truck Driver"":""$44,458 per year"",""Driver"":""$46,588 per year"",""Mechanic"":""$21.24 per hour""}"
BROAN,"{""Engineer"":""$19.49 per hour"",""Quality Engineer"":""$20.00 per hour"",""Mechanical Engineer"":""$19.75 per hour""}"
"VESTA, INC","{""Integration Specialist"":""$16.08 per hour"",""Customer Service Representative"":""$10.72 per hour"",""Rehabilitation Specialist"":""$13.43 per hour""}"
The Henry Ford,{}
Beam Suntory,"{""Executive Assistant"":""$79,843 per year"",""Territory Manager"":""$92,684 per year"",""Sales Manager"":""$64,630 per year""}"
Clearview Regional Medical Center,{}
BROOKSIDE LAWN SERVICES,"{""Technician"":""$13.00 per hour"",""Loader/Unloader"":""$14.28 per hour"",""Lawn Technician"":""$12.87 per hour""}"
SafetyChain Software,{}
Matec,{}
"Dominium Management Services, LLC","{""Community Manager"":""$19.12 per hour"",""Assistant Manager"":""$14.53 per hour"",""Maintenance Technician"":""$16.54 per hour""}"
Katerra,{}
EMSI,"{""Case Worker"":""$10.00 per hour"",""Customer Service Representative"":""$14.93 per hour"",""Monitor Technician"":""$11.83 per hour""}"
HydrochemPSC,"{""Technician"":""$17.47 per hour"",""Equipment Technician"":""$17.07 per hour"",""Crew Leader"":""$17.93 per hour""}"
The ICEE Company,"{""Service Technician"":""$18.04 per hour"",""Route Sales Representative"":""$37,655 per year"",""HVAC Technician"":""$18.73 per hour""}"
Cascade Manor,{}
Red River Behavioral Health System,{}
Myler Disability,"{""Case Manager"":""$12.39 per hour"",""Manager"":""$11.93 per hour"",""Customer Service Representative"":""$12.12 per hour""}"
Zeeland Lumber & Supply,"{""Builder"":""$12.36 per hour"",""Material Handler"":""$12.00 per hour"",""Assembler"":""$11.99 per hour""}"
Amerifirst Financial,"{""Loan Officer"":""$45,113 per year"",""Senior Loan Processor"":""$56,201 per year"",""Loan Processor"":""$15.54 per hour""}"
The Waters of Martinsville,"{""Nursing Assistant"":""$14.25 per hour"",""Licensed Practical Nurse"":""$24.02 per hour"",""Registered Nurse"":""$31.00 per hour""}"
RJ Corman Railroad Group,"{""Conductor"":""$15.11 per hour"",""Shuttle Driver"":""$13.50 per hour"",""Equipment Operator"":""$18.56 per hour""}"
Crestview Cadillac,{}
Life.Church,"{""Intern"":""$10.00 per hour"",""Housekeeper"":""$10.00 per hour"",""Educator"":""$51,372 per year""}"
Food 4 Less,"{""Cashier"":""$12.53 per hour"",""Customer Service Associate / Cashier"":""$24,414 per year"",""Clerk"":""$12.98 per hour""}"
University Dental Associates,"{""Dental Hygienist"":""$86,668 per year"",""Dental Assistant"":""$57,575 per year"",""Front Desk Agent"":""$10.95 per hour""}"
St Paul's Senior Services,"{""Internal Medicine Physician"":""$223,624 per year"",""Family Medicine Physician"":""$223,624 per year"",""Server"":""$13.49 per hour""}"
Twice Daily | Tri Star Energy,"{""Guest Service Agent"":""$9.93 per hour"",""Customer Service Associate / Cashier"":""$9.80 per hour"",""Barista"":""$11.74 per hour""}"
ThermoWorks,"{""Fulfillment Associate"":""$12.49 per hour"",""Customer Care Specialist"":""$15.93 per hour""}"
"Superior Energy Services, Inc","{""Administrative Assistant"":""$18.37 per hour"",""Truck Driver"":""$23.54 per hour""}"
Southern California Edison,"{""Customer Service Representative"":""$58,712 per year"",""Project Manager"":""$107,423 per year"",""Security Officer"":""$81,179 per year""}"
Methodist Healthcare System,"{""Registered Nurse"":""$64,370 per year"",""Nursing Assistant"":""$14.63 per hour"",""Surgical Technician"":""$16.77 per hour""}"
Piggly Wiggly,"{""Cashier"":""$7.60 per hour"",""Customer Service Associate / Cashier"":""$7.77 per hour"",""Deli Associate"":""$8.45 per hour""}"
Millwood Hospital,{}
Wolters Kluwer,"{""Account Manager"":""$53,404 per year"",""Customer Service Representative"":""$43,474 per year"",""Sales Representative"":""$95,788 per year""}"
California State University San Marcos,"{""Student Assistant"":""$11.09 per hour"",""Instructional Designer"":""$52,464 per year"",""Custodian"":""$3,140 per month""}"
Renewed Horizons,"{""Direct Support Professional"":""$10.68 per hour"",""Shift Leader"":""$11.96 per hour"",""Shift Manager"":""$14.50 per hour""}"
Blue Cross and Blue Shield of Kansas,"{""Customer Service Representative"":""$37,682 per year"",""Intern"":""$17.21 per hour"",""Security Guard"":""$15.96 per hour""}"
The American Legion,"{""Bartender"":""$8.70 per hour"",""Manager"":""$15.58 per hour"",""Bar Manager"":""$12.04 per hour""}"
Home Life Healthcare,{}
Vyve Broadband,"{""Customer Service Representative"":""$11.03 per hour"",""Project Manager"":""$54,774 per year""}"
Neiman Marcus,"{""Sales Associate"":""$13.35 per hour"",""Customer Service Representative"":""$13.56 per hour"",""Loss Prevention Officer"":""$35,193 per year""}"
First Bank,{}
HoMedics,{}
Graybar,"{""Material Handler"":""$33,226 per year"",""Customer Service Representative"":""$39,424 per year"",""Inside Sales Representative"":""$39,432 per year""}"
Sheraton,"{""Housekeeper"":""$11.02 per hour"",""Front Desk Agent"":""$12.12 per hour"",""Guest Service Agent"":""$13.16 per hour""}"
Riverside Health System,"{""Nursing Assistant"":""$12.04 per hour"",""Registered Nurse"":""$31.97 per hour"",""Manager"":""$60,816 per year""}"
Xanitos,"{""Housekeeper"":""$11.74 per hour"",""Environmental Specialist"":""$43,397 per year"",""Manager"":""$56,669 per year""}"
Green House Cottages of Belle Meade,{}
KELLY FOODS,"{""Truck Driver"":""$47,340 per year"",""Loader"":""$13.30 per hour"",""Order Picker"":""$12.36 per hour""}"
Panasonic Avionics Corporation,"{""Software Engineer"":""$121,266 per year"",""Senior Software Engineer"":""$113,217 per year"",""Maintenance Technician"":""$21.09 per hour""}"
Gnostech,{}
One Ocean Resort & Spa,{}
Hively Landscapes,"{""Crew Leader"":""$16.43 per hour"",""Landscape Laborer"":""$13.18 per hour""}"
"Wood County - Wisconsin Rapids, WI",{}
Ferrellgas,"{""Customer Service Representative"":""$14.91 per hour"",""Delivery Driver"":""$22.10 per hour"",""Truck Driver"":""$20.43 per hour""}"
MMCO Auto,"{""Sales Representative"":""$64,597 per year"",""Car Sales Executive"":""$67,840 per year"",""Receptionist"":""$12.00 per hour""}"
Cardiovascular Institute of the South,"{""Receptionist"":""$28,478 per year"",""Licensed Practical Nurse"":""$40,039 per year"",""Registered Nurse"":""$49,223 per year""}"
Broken Nail Boutique,{}
Thompson Hospitality,"{""Cook"":""$11.31 per hour"",""Food Service Worker"":""$9.36 per hour"",""Food Service Director"":""$72,094 per year""}"
R1 RCM,"{""Patient Access Manager"":""$40,704 per year"",""Customer Service Representative"":""$15.26 per hour"",""Patient Accounts Representative"":""$12.98 per hour""}"
SyncroMSP,{}
Union Home Mortgage,"{""Loan Officer"":""$40,902 per year"",""Underwriter"":""$77,263 per year"",""Production Assistant"":""$40,097 per year""}"
West Hills Behavioral Health Hospital,{}
The Center at Lincoln,"{""Nursing Assistant"":""$16.15 per hour"",""Registered Nurse"":""$30.43 per hour"",""Receptionist"":""$15.00 per hour""}"
HomeHero,"{""Caregiver"":""$10.49 per hour"",""Nursing Assistant"":""$12.57 per hour"",""Home Health Aide"":""$10.46 per hour""}"
Forestar Group,{}
"Decker Truck Line, Inc","{""Truck Driver"":""$51,377 per year"",""Driver"":""$66,923 per year"",""Otr"":""$66,549 per year""}"
"WS Thomas Transfer, LLC",{}
AbilityPath,"{""Instructor"":""$16.83 per hour"",""Preschool Teacher"":""$17.73 per hour"",""Intern"":""$15.77 per hour""}"
"The McPherson Companies, Inc","{""Truck Driver"":""$18.06 per hour"",""Warehouse Worker"":""$15.97 per hour"",""Local Driver"":""$17.85 per hour""}"
Grand Strand Medical Center,"{""Registered Nurse"":""$54,262 per year"",""Nursing Assistant"":""$10.99 per hour"",""Phlebotomist"":""$12.45 per hour""}"
Owens Corning,"{""Operator"":""$24.24 per hour"",""Machine Operator"":""$19.33 per hour"",""Forklift Operator"":""$21.99 per hour""}"
Monarch Landing,"{""Registered Nurse"":""$66,012 per year"",""Nursing Assistant"":""$33,837 per year"",""Server"":""$10.00 per hour""}"
The National Conference Center,{}
CDK Global,"{""Technical Analyst"":""$42,679 per year"",""Customer Service Representative"":""$13.36 per hour"",""Senior Software Engineer"":""$117,917 per year""}"
Sprout Mortgage,"{""Loan Officer"":""$15.00 per hour"",""Financial Analyst"":""$74,834 per year""}"
JOHN ADAMS HIGH SCHOOL,{}
Adirondack Veterinary Clinic,{}
Paper Source,"{""Customer Service Representative"":""$15.07 per hour"",""Sales Associate"":""$11.63 per hour"",""Packer"":""$10.80 per hour""}"
Frozen Garden,{}
Studio McGee,{}
LifeStream Behavioral Center,"{""Behavior Technician"":""$10.76 per hour"",""Registered Nurse"":""$25.99 per hour"",""Clerical Worker"":""$10.94 per hour""}"
Chartway Federal Credit Union,"{""Teller"":""$11.35 per hour"",""Member Services Representative"":""$37,144 per year""}"
Family Video Movie Club,"{""Customer Service Representative"":""$8.86 per hour"",""Sales Associate"":""$8.47 per hour"",""Store Manager"":""$10.88 per hour""}"
Ultimate Autographs,{}
Reynolds American Inc,"{""Territory Manager"":""$71,351 per year"",""Senior Territory Manager"":""$72,928 per year"",""Territory Sales"":""$62,710 per year""}"
US Tool Group,"{""Tool Crib Attendant"":""$13.09 per hour"",""Material Handler"":""$14.46 per hour""}"
"Hiscall, Inc.",{}
Triumph Signs & Consulting,{}
"Credible Behavioral Health, Inc.","{""Service Coordinator"":""$59,502 per year"",""Account Executive"":""$105,143 per year"",""Corporate Trainer"":""$103,562 per year""}"
The Ranch at Laguna Beach,{}
Advia Credit Union,"{""Teller"":""$12.66 per hour"",""Member Services Representative"":""$36,636 per year"",""Branch Manager"":""$59,303 per year""}"
"Hope Community Resources, Inc.","{""Support Specialist"":""$14.77 per hour"",""Direct Support Professional"":""$17.12 per hour"",""Alliance Manager"":""$60,563 per year""}"
Pepsi Bottling Ventures,"{""Merchandiser"":""$11.53 per hour"",""Forklift Operator"":""$32,325 per year"",""Machine Operator"":""$67,209 per year""}"
Sun Prairie Health Care Center,"{""Nursing Assistant"":""$15.02 per hour"",""Housekeeper"":""$11.43 per hour"",""Dietary Aide"":""$10.62 per hour""}"
Exceptional Community Services,"{""Direct Support Professional"":""$10.25 per hour"",""Registered Nurse Case Manager"":""$31.67 per hour""}"
K&G Fashion Superstore,"{""Sales Associate"":""$10.23 per hour"",""Cashier/Sales"":""$11.77 per hour"",""Customer Service Associate / Cashier"":""$11.44 per hour""}"
Kuaishou Technology,"{""Research Scientist"":""$198,199 per year"",""Algorithm Engineer"":""$62.72 per hour"",""Software Architect"":""$194,198 per year""}"
Remco Inc.,"{""Refrigeration Technician"":""$86,171 per year"",""HVAC Technician"":""$26.37 per hour"",""Service Technician"":""$19.86 per hour""}"
Steak N Shake,"{""Server"":""$7.25 per hour"",""Cashier"":""$9.99 per hour"",""Manager"":""$11.91 per hour""}"
LJ's Bistro and Bar,"{""Line Cook"":""$18.39 per hour"",""Dishwasher"":""$14.77 per hour"",""Prep Cook"":""$15.38 per hour""}"
Exer More Than Urgent Care,{}
Bright Beginnings Preschool & Childcare,"{""Preschool Teacher"":""$13.15 per hour"",""Teacher"":""$13.03 per hour"",""Lead Teacher"":""$13.15 per hour""}"
Apache Logistics,"{""Truck Driver"":""$1,178 per week"",""Route Driver"":""$1,240 per week"",""Local Driver"":""$26.97 per hour""}"
Penske Motor Group,"{""Parking Attendant"":""$12.19 per hour"",""Sandwich Maker"":""$11.09 per hour"",""Receptionist"":""$11.32 per hour""}"
The Emily Program,"{""Registered Nurse"":""$72,804 per year"",""Technician"":""$49,436 per year"",""Therapist"":""$57,149 per year""}"
Environmental Air Systems,{}
Market America Inc,"{""Sales Associate"":""$50,000 per year"",""Marketing Coordinator"":""$38,806 per year"",""Entrepreneur"":""$189,000 per year""}"
Vaudeville,{}
Chamberlain University,"{""Assistant Professor"":""$79,460 per year"",""Student Advisor"":""$45,394 per year"",""Admissions Advisor"":""$69,413 per year""}"
Cook's Pest Control,"{""Pest Control Technician"":""$35,643 per year"",""Technician"":""$16.18 per hour"",""Inspector"":""$48,317 per year""}"
Northern Virginia Community College,"{""Assistant Professor"":""$49,499 per year"",""Tutor"":""$13.48 per hour"",""Computer Technician"":""$13.60 per hour""}"
JONDO,"{""Customer Service Representative"":""$16.22 per hour"",""Accounting Assistant"":""$52,391 per year""}"
NT Concepts,"{""Analyst"":""$14.29 per hour"",""Technician"":""$13.05 per hour"",""Software Architect"":""$123,548 per year""}"
Seven Hills Pet Clinic,{}
Principal Financial Group,"{""Customer Service Representative"":""$12.67 per hour"",""Specialist"":""$41,686 per year"",""Administrative Assistant"":""$17.40 per hour""}"
Memorial Hospital of Jacksonville,"{""Registered Nurse"":""$57,294 per year"",""Registered Nurse - Medical/Surgical"":""$60,265 per year"",""Respiratory Therapist"":""$52,211 per year""}"
Cloudera,"{""Operations Engineer"":""$95,296 per year"",""Software Engineer"":""$162,572 per year"",""Senior Consultant"":""$126,645 per year""}"
QVC Distribution Center,"{""Processor"":""$13.34 per hour"",""Packer"":""$11.16 per hour"",""Warehouse Worker"":""$13.14 per hour""}"
TCT Federal Credit Union,{}
Eckler Industries,"{""Sales Representative"":""$14.05 per hour"",""Senior Sales Representative"":""$11.00 per hour"",""Customer Service Representative"":""$10.39 per hour""}"
